"序号
No.","词
Word","拼音
Pinyin","词类
Parts of Speech","词译文
Meaning of the Word","例句
Example","例句拼音
Sentence Pinyin"
903,【迷路】,mílù,v.,get lost; lose one’s way,他在森林里～了。,tā zài 森 林 lǐ 迷 lù le 。
904,【密码】,mìmǎ,n.,code; password,我把信用卡的～忘了。,wǒ bǎ 信 yòng 卡 de 密 码 忘 le 。
905,【免费】,miǎnfèi,adj.,free,在这家饭店吃饭，饮料～。,zài 这 jiā 饭 店 chī 饭 ， 饮 料 免 费 。
906,【秒】,miǎo,n.,second,哥哥跑 100 米只用了 15～。,哥 哥 跑   1 0 0   mǐ zhǐ yòng le   1 5 miǎo 。
907,【民族】,mínzú,n.,nation; race; nationality; ethnic group,中国是个多～的国家。,中 国 shì gè duō 民 族 de 国 jiā 。
908,【母亲】,mǔqīn,n.,mother,我来介绍一下，这位是我的～。,wǒ lái 介 绍 yī xià ， 这 wèi shì wǒ de 母 亲 。
909,【目的】,mùdì,n.,purpose; aim,我不明白他这样做的～。,wǒ bù 明 bái tā 这 样 zuò de 目 de 。
910,【内】,nèi,n.,inner; inside,包括张老师在～，教室里一共有 10 个人。,bāo 括 zhāng lǎo 师 zài nèi ， jiāo 室 lǐ yī 共 yǒu   1 0   gè rén 。
911,【内容】,nèiróng,n.,content; substance,这篇文章的～非常精彩。,这 piān 文 章 de nèi 容 非 常 精 彩 。
912,【耐心】,nàixīn,n.,patience,教育孩子要有～。,jiāo 育 孩 子 yào yǒu 耐 心 。
913,【难道】,nándào,adv.,used in a rhetorical question,这些菜～不好吃吗？,这 xiē cài nán 道 bù hǎo chī ma ？
914,【难受】,nánshòu,adj.,feel unwell; feel ill; suffer pain,我感冒了，身体很～。,wǒ 感 冒 le ， 身 体 hěn nán 受 。
915,【能力】,nénglì,n.,ability; capacity; capability,每个人都有自己的～和特点。,měi gè rén dōu yǒu 自 己 de néng 力 hé 特 diǎn 。
916,【年龄】,niánlíng,n.,age,随便问别人的～是不礼貌的。,随 便 wèn bié rén de nián 龄 shì bù 礼 貌 de 。
917,【弄】,nòng,v.,do; manage; handle,小狗把房间～得很乱。,xiǎo gǒu bǎ 房 间 nòng de hěn luàn 。
918,【暖和】,nuǎnhuo,adj.,warm,春天来了，天气变～了。,chūn 天 lái le ， 天 气 变 暖 hé le 。
919,【偶尔】,ǒu’ěr,adv.,once in a while; occasionally,我～会在学校见到她。,wǒ 偶 尔 huì zài 学 校 见 dào tā 。
920,【排队】,páiduì,v.,line up,请大家～，不要挤。,qǐng dà jiā 排 队 ， bù yào 挤 。
921,【排列】,páiliè,v.,arrange; rank; put in order,请把这些盒子按照从大到小的顺序～。,qǐng bǎ 这 xiē 盒 子 按 照 cóng dà dào xiǎo de 顺 序 排 列 。
922,【排球】,páiqíu,n.,volleyball,我加入了学校的～队。,wǒ 加 入 le 学 校 de 排 球 队 。
923,【判断】,pànduàn,n.,decision; judgement; estimation,你的～完全正确。,nǐ de 判 断 wán 全 正 确 。
924,【陪】,péi,v.,accompany; keep one’s company,在我伤心的时候，你总是～在我身边。,zài wǒ 伤 心 de 时 候 ， nǐ 总 shì péi zài wǒ 身 边 。
925,【批评】,pīpíng,v.,criticize,老师很少会～我。,lǎo 师 hěn shǎo huì 批 评 wǒ 。
925,【批评】,pīpíng,n.,criticism; comment,他接受了别人对他的～。,tā jiē 受 le bié rén duì tā de 批 评 。
926,【皮肤】,pífū,n.,skin,妈妈很注意保护～。,妈 妈 hěn 注 意 保 护 皮 肤 。
927,【脾气】,píqi,n.,temper; disposition,他～好，从来不发火。,tā 脾 气 hǎo ， cóng lái bù fā huǒ 。
928,【篇】,piān,nm.,"used for essays, articles, etc.",这～报道是我写的。,这 piān 报 道 shì wǒ xiě de 。
929,【骗】,piàn,v.,deceive; cheat,我没～你，他真的来了。,wǒ 没 piàn nǐ ， tā zhēn de lái le 。
930,【乒乓球】,pīngpāngqiú,n.,table tennis; ping-pong,有谁想参加～比赛？,yǒu shéi xiǎng 参 加 乒 乓 球 bǐ 赛 ？
931,【平时】,píngshí,n.,normally; usually,她～很少运动。,tā 平 时 hěn shǎo 运 动 。
932,【瓶子】,píngzi,n.,bottle,～里还有水吗？,瓶 子 lǐ huán yǒu shuǐ ma ？
933,【破】,pò,adj.,broken; damaged,这个袋子已经～了，请帮我换一个。,这 gè 袋 子 已 经 pò le ， qǐng 帮 wǒ huàn yī gè 。
934,【葡萄】,pútao,n.,grape,～五元一斤。,葡 萄 wǔ yuán yī 斤 。
935,【普遍】,pǔbiàn,adj.,universal; general,这是大家～反映的一个问题。,这 shì dà jiā 普 biàn 反 映 de yī gè wèn tí 。
936,【其次】,qícì,prep.,secondly; next; then,内容是最主要的，～才是形式。,nèi 容 shì zuì 主 yào de ， 其 cì cái shì 形 式 。
937,【其中】,qízhōng,prep.,among; in; inside,我买的水果很多，～包括葡萄。,wǒ mǎi de shuǐ 果 hěn duō ， 其 中 bāo 括 葡 萄 。
938,【起来】,qǐlái,v.,"used after a verb to indicate direction or
trend",他的心情好～了。,tā de 心 情 hǎo 起 lái le 。
939,【气候】,qìhòu,n.,climate,你能适应北方的～吗？,nǐ néng 适 应 北 方 de 气 候 ma ？
940,【千万】,qiānwàn,adv.,"however; anyhow; in any case; at any rate;
at any price",你～别忘了明天的会议。,nǐ qiān wàn bié 忘 le 明 天 de huì 议 。
941,【签证】,qiānzhèng,n.,visa,我需要到大使馆去办～。,wǒ 需 yào dào dà shǐ 馆 qù 办 签 证 。
942,【敲】,qiāo,v.,knock; beat; strike,有人～门，你去看看谁来了。,yǒu rén qiāo mén ， nǐ qù kàn kàn shéi lái le 。
943,【桥】,qiáo,n.,bridge,河上有一座小～。,河 shàng yǒu yī 座 xiǎo qiáo 。
944,【巧克力】,qiǎokèlì,n.,chocolate,我最爱吃～了。,wǒ zuì ài chī 巧 克 力 le 。
945,【亲戚】,qīnqi,n.,kinsfolk; relative; relation,我的～大多住在北京。,wǒ de 亲 戚 dà duō zhù zài 北 京 。
946,【轻】,qīng,adj.,light,这件衣服很～，但是很暖和。,这 jiàn 衣 服 hěn qīng ， 但 shì hěn 暖 hé 。
947,【轻松】,qīngsōng,adj.,light; relaxed,这个工作对他来说并不～。,这 gè 工 作 duì tā lái shuō 并 bù qīng 松 。
947,【轻松】,qīngsōng,v.,relax,放假了，我们可以去～一下了。,fàng jiǎ le ， wǒ 们 可 以 qù qīng 松 yī xià le 。
948,【情况】,qíngkuàng,n.,"circumstance; situation; condition; state of
affair",她最了解公司的～了。,tā zuì le 解 公 司 de 情 况 le 。
949,【请假】,qǐngjià,sv.,ask for leave,我生病了，所以需要～。,wǒ 生 病 le ， 所 以 需 yào qǐng jiǎ 。
950,【穷】,qióng,adj.,poor; poverty-stricken,这位老人虽然很～，但是生活得很快乐。,这 wèi lǎo rén 虽 然 hěn qióng ， 但 shì 生 活 de hěn kuài 乐 。
951,【区别】,qūbié,n.,difference,这两种材料有什么～吗？,这 liǎng zhǒng 材 料 yǒu 什 么 区 bié ma ？
952,【取】,qǔ,v.,take; get,今天下午我要去银行～钱。,今 天 xià 午 wǒ yào qù 银 行 qǔ qián 。
953,【全部】,quánbù,n.,whole; all,音乐就是我的～。,音 乐 jiù shì wǒ de 全 部 。
953,【全部】,quánbù,adj.,whole; complete; total; all,同学们～都来了。,同 学 们 全 部 dōu lái le 。
954,【缺点】,quēdiǎn,n.,defect; drawback; flaw; fault; shortcoming,每个人身上都有优点和～。,měi gè rén 身 shàng dōu yǒu 优 diǎn hé 缺 diǎn 。
955,【缺少】,quēshǎo,v.,"lack; be short of; be pressed for; be in
want of",你看还～什么，我现在就去买。,nǐ kàn huán 缺 shǎo 什 么 ， wǒ 现 zài jiù qù mǎi 。
956,【却】,què,conj.,but; yet; however; while,我有很多话要说，可是一紧张～说不出来了。,wǒ yǒu hěn duō 话 yào shuō ， 可 shì yī 紧 zhāng què shuō bù chū lái le 。
957,【确实】,quèshí,adv.,really; indeed,你最近～很有进步。,nǐ zuì jìn 确 实 hěn yǒu jìn 步 。
958,【然而】,rán’ér,conj.,yet; but; however; nevertheless,"我花了很多时间来读这本书，～一直没有读
懂。","wǒ huā le hěn duō 时 间 lái dú 这 běn shū ， 然 ér yī 直 没 yǒu dú 
 dǒng 。"
959,【热闹】,rènao,adj.,lively; bustling with noise and excitement,大街上非常～。,dà 街 shàng 非 常 rè 闹 。
960,【任何】,rènhé,pron.,any; whichever; whatever,妈妈比～人都了解我。,妈 妈 bǐ 任 何 rén dōu le 解 wǒ 。
961,【任务】,rènwu,n.,assignment; mission; task; job; duty,他很快就能完成这个～。,tā hěn kuài jiù néng wán 成 这 gè 任 务 。
962,【扔】,rēng,v.,throw away; cast aside,请把垃圾～到垃圾桶里。,qǐng bǎ 垃 圾 rēng dào 垃 圾 桶 lǐ 。
963,【仍然】,réngrán,adv.,still; yet,今天～是个好天气。,今 天 仍 然 shì gè hǎo 天 气 。
964,【日记】,rìjì,n.,diary; journal,女儿养成了每天写～的习惯。,nǚ 儿 养 成 le měi 天 xiě rì 记 de 习 惯 。
965,【入口】,rùkǒu,n.,entrance; entry,我在大楼的～等你。,wǒ zài dà lóu de 入 kǒu děng nǐ 。
966,【散步】,sànbù,sv.,take a walk; go for a walk,晚饭后，我们经常出去～。,晚 饭 后 ， wǒ 们 经 常 chū qù 散 步 。
967,【森林】,sēnlín,n.,forest,ft 上有一大片～。,f t   shàng yǒu yī dà 片 森 林 。
968,【沙发】,shāfā,n.,sofa; upholstered arm chair,请在～上坐一会儿，我去给您倒杯茶。,qǐng zài 沙 fā shàng zuò yī huì 儿 ， wǒ qù gěi nín dǎo 杯 chá 。
969,【伤心】,shāngxīn,adj.,sad; grieved; heart-broken; broken-hearted,听到这个消息后，我很～。,tīng dào 这 gè 消 息 后 ， wǒ hěn 伤 心 。
970,【商量】,shāngliang,v.,consult; discuss; talk over,这件事儿要先和家人～一下。,这 jiàn 事 儿 yào xiān hé jiā rén 商 量 yī xià 。
971,【稍微】,shāowēi,adv.,a little; bit; slightly,～一马虎就会出错。,稍 微 yī mǎ 虎 jiù huì chū cuò 。
972,【勺子】,sháozi,n.,spoon; scoop; ladle,不好意思，我把～掉在地上了。,bù hǎo 意 思 ， wǒ bǎ 勺 子 diào zài de shàng le 。
973,【社会】,shèhuì,n.,society,这些～问题大家都很关心。,这 xiē 社 huì wèn tí dà jiā dōu hěn guān 心 。
974,【申请】,shēnqǐng,v.,apply for; ask for; make an official request,我向银行～了一张信用卡。,wǒ xiàng 银 行 申 qǐng le yī zhāng 信 yòng 卡 。
975,【深】,shēn,adj.,deep,这条河很～，有一百多米。,这 tiáo 河 hěn shēn ， yǒu yī bǎi duō mǐ 。
976,【甚至】,shènzhì,adv.,even; so far as to; so much so that,大家玩儿得很开心，～忘了时间。,dà jiā wán 儿 de hěn kāi 心 ， 甚 至 忘 le 时 间 。
977,【生活】,shēnghuó,n.,life; livelihood,他是一个热爱～的人。,tā shì yī gè rè ài 生 活 de rén 。
978,【生命】,shēngmìng,n.,life,他把艺术看得比自己的～更重要。,tā bǎ 艺 术 kàn de bǐ 自 己 de 生 命 gèng 重 yào 。
979,【生意】,shēngyi,n.,business; trade,他的～越做越大。,tā de 生 意 yuè zuò yuè dà 。
980,【省】,shěng,n.,province,我来自 ft 东～。,wǒ lái 自   f t   dōng shěng 。
981,【剩】,shèng,v.,be left over; remain,大家都走了，只～下他一个人。,dà jiā dōu zǒu le ， zhǐ shèng xià tā yī gè rén 。
982,【失败】,shībài,v.,"be defeated; be beaten; lose; fail; come to
nothing",这次比赛，我们又～了。,这 cì bǐ 赛 ， wǒ 们 yòu 失 败 le 。
982,【失败】,shībài,n.,failure; loss; miss; defeat; breakdown,"虽然经历过很多次～，但我从来没有放弃
过。","虽 然 经 历 guò hěn duō cì 失 败 ， 但 wǒ cóng lái 没 yǒu fàng 弃 
 guò 。"
983,【失望】,shīwàng,v.,lose hope,大家不要～，我们还是有希望的。,dà jiā bù yào 失 望 ， wǒ 们 huán shì yǒu 希 望 de 。
983,【失望】,shīwàng,adj.,disappointed; frustrated,我对他很～。,wǒ duì tā hěn 失 望 。
984,【师傅】,shīfu,n.,"used to address strangers in everyday life,
similar to “mister” or “sir”",～，请问电影院怎么走？,师 傅 ， qǐng wèn 电 影 院 怎 么 zǒu ？
985,【十分】,shífēn,adv.,very; fully; utterly; extremely; completely,我对今天的演出～满意。,wǒ duì 今 天 de 演 chū shí fēn mǎn 意 。
986,【实际】,shíjì,adj.,real; actual,他用了一个～的例子来说明这个问题。,tā yòng le yī gè 实 际 de 例 子 lái shuō 明 这 gè wèn tí 。
987,【实在】,shízaì,adj.,true; real; honest; dependable,这个人很～，值得信任。,这 gè rén hěn 实 zài ， 值 de 信 任 。
987,【实在】,shízaì,adv.,indeed; really,我～是太累了。,wǒ 实 zài shì tài lèi le 。
988,【使】,shǐ,v.,make; cause; enable,他的话～我很感动。,tā de 话 shǐ wǒ hěn 感 动 。
989,【使用】,shǐyòng,v.,use,中国人吃饭一般～筷子。,中 国 rén chī 饭 yī 般 shǐ yòng 筷 子 。
990,【世纪】,shìjì,n.,century,现在是二十一～了。,现 zài shì èr shí yī 世 纪 le 。
991,【是否】,shìfǒu,adv.,whether or not,他～能来，我还不太清楚。,tā shì 否 néng lái ， wǒ huán bù tài 清 楚 。
992,【适合】,shìhé,v.,suit; fit; be appropriate for,我不太～穿绿色的衣服。,wǒ bù tài 适 合 chuān lǜ 色 de 衣 服 。
993,【适应】,shìyìng,v.,adjust; adapt; fit,我已经～这里的工作环境了。,wǒ 已 经 适 应 这 lǐ de 工 作 环 境 le 。
994,【收】,shōu,v.,receive; accept,我～到你的信了。,wǒ shōu dào nǐ de 信 le 。
995,【收入】,shōurù,n.,income; revenue,他每年有 20 万的～。,tā měi nián yǒu   2 0   wàn de shōu 入 。
996,【收拾】,shōushi,v.,put in order; tidy; clear away,我在～行李呢。,wǒ zài shōu 拾 行 李 ne 。
997,【首都】,shǒudū,n,capital (of a country),中国的～是北京。,中 国 de 首 dōu shì 北 京 。
998,【首先】,shǒuxiān,adv.,first of all,～要休息好，然后才能工作好。,首 xiān yào 休 息 hǎo ， 然 后 cái néng 工 作 hǎo 。
999,【受不了】,shòubuliǎo,adv.,can’t bear; can't stand,这里太吵了，真让人～。,这 lǐ tài chǎo le ， zhēn ràng rén 受 bù le 。
1000,【受到】,shòudào,v.,accept; recieve,他的小说～了读者们的欢迎。,tā de xiǎo shuō 受 dào le dú 者 们 de 欢 迎 。
